combo_id,hidden_layer_sizes,activation,solver,max_iter,cv_mean_accuracy,cv_std_accuracy,cv_mean_f1,cv_std_f1
20,"(40, 30)",relu,lbfgs,1000,0.9357142857142857,0.0071428571428571175,0.9369895045951384,0.00749205727133223
19,"(40, 30)",relu,lbfgs,500,0.9357142857142857,0.0071428571428571175,0.9369895045951384,0.00749205727133223
23,"(40, 30)",tanh,lbfgs,500,0.9285714285714286,0.017496355305594114,0.9331224125744674,0.015074889888356102
24,"(40, 30)",tanh,lbfgs,1000,0.9285714285714286,0.017496355305594114,0.9331224125744674,0.015074889888356102
11,"(20, 20)",relu,lbfgs,500,0.925,0.01184508853698358,0.928874269005848,0.010868730201532319
12,"(20, 20)",relu,lbfgs,1000,0.925,0.01184508853698358,0.928874269005848,0.010868730201532319
35,"(100, 50)",relu,lbfgs,500,0.9214285714285715,0.02575393768188567,0.9261283807516684,0.022449715795308953
36,"(100, 50)",relu,lbfgs,1000,0.9214285714285715,0.02575393768188567,0.9261283807516684,0.022449715795308953
16,"(20, 20)",tanh,lbfgs,1000,0.9214285714285715,0.03273268353539886,0.9247449504298819,0.03120894745844129
31,"(50, 20)",tanh,lbfgs,500,0.9178571428571429,0.018557687223952245,0.9231199443528211,0.017201359703920203
32,"(50, 20)",tanh,lbfgs,1000,0.9178571428571429,0.018557687223952245,0.9231199443528211,0.017201359703920203
15,"(20, 20)",tanh,lbfgs,500,0.9178571428571429,0.02923340275668731,0.9215054095191082,0.028002897890290257
3,"(20, 10)",relu,lbfgs,500,0.9142857142857144,0.022587697572631286,0.9201706970128023,0.020413587775787917
4,"(20, 10)",relu,lbfgs,1000,0.9142857142857144,0.022587697572631286,0.9201706970128023,0.020413587775787917
27,"(50, 20)",relu,lbfgs,500,0.9142857142857144,0.01749635530559411,0.9189532776861544,0.01621291257483925
28,"(50, 20)",relu,lbfgs,1000,0.9142857142857144,0.01749635530559411,0.9189532776861544,0.01621291257483925
39,"(100, 50)",tanh,lbfgs,500,0.9107142857142857,0.01184508853698357,0.913271520478191,0.012894409106017569
40,"(100, 50)",tanh,lbfgs,1000,0.9107142857142857,0.01184508853698357,0.913271520478191,0.012894409106017569
8,"(20, 10)",tanh,lbfgs,1000,0.8857142857142857,0.03642156795423417,0.8972986889653556,0.029662903476480755
7,"(20, 10)",tanh,lbfgs,500,0.8857142857142857,0.03642156795423417,0.8972986889653556,0.029662903476480755
33,"(100, 50)",relu,adam,500,0.8892857142857142,0.021128856368212927,0.8926998821163581,0.014970879154521612
34,"(100, 50)",relu,adam,1000,0.8892857142857142,0.021128856368212927,0.8926998821163581,0.014970879154521612
10,"(20, 20)",relu,adam,1000,0.875,0.021128856368212913,0.8810261643494747,0.021199855777591217
2,"(20, 10)",relu,adam,1000,0.8678571428571429,0.032537262782658206,0.8760929173257941,0.031045334289846637
25,"(50, 20)",relu,adam,500,0.8678571428571428,0.030929478706587073,0.8734749034749034,0.03018472962008431
26,"(50, 20)",relu,adam,1000,0.8607142857142857,0.035535265610950675,0.8732081765309613,0.03179910322862477
9,"(20, 20)",relu,adam,500,0.8464285714285714,0.015567496226930965,0.8556416758883363,0.017757088939189328
1,"(20, 10)",relu,adam,500,0.8357142857142857,0.012371791482634793,0.8512863825363826,0.01410571574890528
18,"(40, 30)",relu,adam,1000,0.8214285714285714,0.032732683535398835,0.8204499687708643,0.042315860383988914
17,"(40, 30)",relu,adam,500,0.8214285714285714,0.032732683535398835,0.8204499687708643,0.042315860383988914
29,"(50, 20)",tanh,adam,500,0.7607142857142858,0.13453434429883832,0.7577833942965522,0.1632124349422457
30,"(50, 20)",tanh,adam,1000,0.7535714285714286,0.13107678073930404,0.7521378305960844,0.16050783308577316
21,"(40, 30)",tanh,adam,500,0.75,0.15269684518879964,0.7399090318388564,0.1964019620452691
22,"(40, 30)",tanh,adam,1000,0.7428571428571429,0.1498298354528788,0.7301051051051051,0.19183139052433157
5,"(20, 10)",tanh,adam,500,0.5107142857142857,0.049872285870603356,0.6412627551020409,0.04507241407060443
6,"(20, 10)",tanh,adam,1000,0.5107142857142857,0.049872285870603356,0.6412627551020409,0.04507241407060443
38,"(100, 50)",tanh,adam,1000,0.6321428571428571,0.1401074660423788,0.6369507454880686,0.1626968534563513
37,"(100, 50)",tanh,adam,500,0.6321428571428571,0.1401074660423788,0.6369507454880686,0.1626968534563513
14,"(20, 20)",tanh,adam,1000,0.49642857142857144,0.049872285870603376,0.5170461187341702,0.13124032388501852
13,"(20, 20)",tanh,adam,500,0.49642857142857144,0.049872285870603376,0.5170461187341702,0.13124032388501852
