combo_id,hidden_layer_sizes,activation,solver,max_iter,cv_mean_accuracy,cv_std_accuracy,cv_mean_f1,cv_std_f1
24,"(150,)",tanh,lbfgs,1000,0.8465909090909091,0.009841197770277702,0.6574561403508772,0.02843445103286093
23,"(150,)",tanh,lbfgs,500,0.8465909090909091,0.009841197770277702,0.6574561403508772,0.02843445103286093
7,"(50,)",tanh,lbfgs,500,0.8409090909090909,0.01607060866333061,0.6307111361290927,0.027971866160788773
8,"(50,)",tanh,lbfgs,1000,0.8409090909090909,0.01607060866333061,0.6307111361290927,0.027971866160788773
28,"(200,)",relu,lbfgs,1000,0.8409090909090909,0.027835110713445226,0.6166666666666667,0.12583057392117913
27,"(200,)",relu,lbfgs,500,0.8409090909090909,0.027835110713445226,0.6166666666666667,0.12583057392117913
31,"(200,)",tanh,lbfgs,500,0.8409090909090909,0.035934973411004316,0.6157894736842106,0.10387239134731867
32,"(200,)",tanh,lbfgs,1000,0.8409090909090909,0.035934973411004316,0.6157894736842106,0.10387239134731867
16,"(100,)",tanh,lbfgs,1000,0.8181818181818182,0.027835110713445226,0.6087528604118992,0.06164115302712816
15,"(100,)",tanh,lbfgs,500,0.8181818181818182,0.027835110713445226,0.6087528604118992,0.06164115302712816
11,"(100,)",relu,lbfgs,500,0.8238636363636364,0.033614089676702374,0.5637254901960784,0.07983159150526868
12,"(100,)",relu,lbfgs,1000,0.8238636363636364,0.033614089676702374,0.5637254901960784,0.07983159150526868
4,"(50,)",relu,lbfgs,1000,0.8181818181818181,0.027835110713445226,0.548703560371517,0.10153243243806555
3,"(50,)",relu,lbfgs,500,0.8181818181818181,0.027835110713445226,0.548703560371517,0.10153243243806555
2,"(50,)",relu,adam,1000,0.8125,0.05877318427720795,0.49387254901960786,0.1571449284791361
20,"(150,)",relu,lbfgs,1000,0.7954545454545454,0.022727272727272763,0.49374999999999997,0.08894041475360462
19,"(150,)",relu,lbfgs,500,0.7954545454545454,0.022727272727272763,0.49374999999999997,0.08894041475360462
26,"(200,)",relu,adam,1000,0.8295454545454546,0.034090909090909116,0.3416666666666667,0.34186985827943356
25,"(200,)",relu,adam,500,0.8295454545454545,0.03768891807222047,0.30980392156862746,0.3157532507200104
10,"(100,)",relu,adam,1000,0.8068181818181818,0.019682395540555453,0.15789473684210525,0.27348170645824377
18,"(150,)",relu,adam,1000,0.8068181818181818,0.019682395540555453,0.14705882352941177,0.25471335405424667
17,"(150,)",relu,adam,500,0.8011363636363636,0.00984119777027775,0.10714285714285714,0.18557687223952254
1,"(50,)",relu,adam,500,0.7727272727272727,0.05330017908890263,0.09545454545454546,0.09567075081749632
9,"(100,)",relu,adam,500,0.8011363636363636,0.00984119777027775,0.08333333333333333,0.14433756729740646
13,"(100,)",tanh,adam,500,0.7954545454545454,0.0,0.0,0.0
14,"(100,)",tanh,adam,1000,0.7954545454545454,0.0,0.0,0.0
6,"(50,)",tanh,adam,1000,0.7670454545454546,0.03725817343353406,0.0,0.0
5,"(50,)",tanh,adam,500,0.7670454545454545,0.04920598885138856,0.0,0.0
21,"(150,)",tanh,adam,500,0.7954545454545454,0.0,0.0,0.0
22,"(150,)",tanh,adam,1000,0.7954545454545454,0.0,0.0,0.0
30,"(200,)",tanh,adam,1000,0.7954545454545454,0.0,0.0,0.0
29,"(200,)",tanh,adam,500,0.7954545454545454,0.0,0.0,0.0
