combo_id,hidden_layer_sizes,activation,solver,max_iter,cv_mean_accuracy,cv_std_accuracy,cv_mean_f1,cv_std_f1
4,"(20, 10)",relu,lbfgs,1000,0.8522727272727273,0.04097217358481806,0.6401681286549707,0.08972543790756854
34,"(100, 50)",relu,adam,1000,0.8579545454545454,0.02952359331083311,0.6257868937048504,0.07971860999487387
10,"(20, 20)",relu,adam,1000,0.8295454545454545,0.03768891807222047,0.5974783506079777,0.05015574526894619
26,"(50, 20)",relu,adam,1000,0.8409090909090909,0.01607060866333061,0.5892565359477124,0.024573548642802204
11,"(20, 20)",relu,lbfgs,100,0.8352272727272727,0.01884445903611021,0.5820512820512821,0.07471180658632544
18,"(40, 40)",relu,adam,1000,0.8068181818181819,0.03409090909090911,0.5519423558897243,0.06536030804914954
28,"(50, 20)",relu,lbfgs,1000,0.8295454545454546,0.0340909090909091,0.5477532679738562,0.06798253375590957
12,"(20, 20)",relu,lbfgs,1000,0.8181818181818182,0.01607060866333065,0.5467836257309941,0.07390651228100648
3,"(20, 10)",relu,lbfgs,100,0.8181818181818182,0.027835110713445226,0.5375924492604058,0.09766925988522572
30,"(50, 20)",tanh,adam,1000,0.8181818181818181,0.05081972676135886,0.5366357069143447,0.09655605069734627
32,"(50, 20)",tanh,lbfgs,1000,0.7897727272727273,0.051763827154228975,0.5327731092436975,0.10226660204074986
40,"(100, 50)",tanh,lbfgs,1000,0.7840909090909091,0.06119505462652845,0.5092105263157894,0.14985565538718765
33,"(100, 50)",relu,adam,100,0.8181818181818181,0.062241199716496144,0.50625,0.1423238433604464
14,"(20, 20)",tanh,adam,1000,0.7840909090909092,0.046853473018382504,0.4838888888888889,0.055785634683465216
22,"(40, 40)",tanh,adam,1000,0.7727272727272727,0.07005015912464745,0.4828197945845004,0.1308297183117368
24,"(40, 40)",tanh,lbfgs,1000,0.75,0.08035304331665316,0.4514354066985646,0.17339910299160718
39,"(100, 50)",tanh,lbfgs,100,0.7897727272727274,0.05877318427720796,0.4506944444444444,0.19585180172962602
38,"(100, 50)",tanh,adam,1000,0.7556818181818181,0.05877318427720798,0.4401785714285714,0.11961286937620116
37,"(100, 50)",tanh,adam,100,0.7840909090909092,0.03409090909090909,0.4388888888888889,0.06735753140545635
16,"(20, 20)",tanh,lbfgs,1000,0.75,0.05330017908890261,0.4203216374269006,0.12467897630495292
20,"(40, 40)",relu,lbfgs,1000,0.8011363636363635,0.024766471270117486,0.4118629908103592,0.2471987815526279
27,"(50, 20)",relu,lbfgs,100,0.8068181818181819,0.025409863380679455,0.4118131868131868,0.08107095843701312
8,"(20, 10)",tanh,lbfgs,1000,0.7556818181818182,0.04057629788944802,0.4026135852451642,0.1513317025821034
17,"(40, 40)",relu,adam,100,0.778409090909091,0.046507686203820744,0.3983918128654971,0.07664988709281263
2,"(20, 10)",relu,adam,1000,0.7897727272727273,0.03361408967670238,0.37694235588972436,0.2330810898157189
23,"(40, 40)",tanh,lbfgs,100,0.7329545454545455,0.08095344800440345,0.37390033053648614,0.16549350126337023
15,"(20, 20)",tanh,lbfgs,100,0.7670454545454545,0.05877318427720798,0.373202614379085,0.13159672610349593
9,"(20, 20)",relu,adam,100,0.75,0.05794340356355439,0.3463235294117647,0.07128393213874423
7,"(20, 10)",tanh,lbfgs,100,0.7727272727272727,0.03214121732666126,0.34375,0.2086513776051891
31,"(50, 20)",tanh,lbfgs,100,0.7613636363636364,0.05904718662166626,0.31573318322544325,0.12255885944935303
19,"(40, 40)",relu,lbfgs,100,0.7670454545454545,0.03725817343353406,0.26993464052287586,0.1742378728778434
6,"(20, 10)",tanh,adam,1000,0.7386363636363635,0.04097217358481806,0.2677631578947368,0.16807504548304433
21,"(40, 40)",tanh,adam,100,0.7670454545454546,0.04364287356743527,0.26329080276448696,0.20256766212588706
25,"(50, 20)",relu,adam,100,0.7215909090909092,0.03725817343353411,0.22179487179487178,0.15653105885602311
29,"(50, 20)",tanh,adam,100,0.7386363636363636,0.03768891807222042,0.18405103668261563,0.15216915847275186
36,"(100, 50)",relu,lbfgs,1000,0.7954545454545454,0.0,0.11764705882352941,0.2037706832433973
1,"(20, 10)",relu,adam,100,0.6761363636363635,0.05877318427720795,0.10835913312693499,0.07462520614980774
35,"(100, 50)",relu,lbfgs,100,0.7897727272727273,0.009841197770277704,0.09375,0.16237976320958225
13,"(20, 20)",tanh,adam,100,0.7670454545454545,0.03725817343353406,0.045454545454545456,0.07872958216222169
5,"(20, 10)",tanh,adam,100,0.7670454545454546,0.02476647127011744,0.041666666666666664,0.07216878364870323
