combo_id,hidden_layer_sizes,activation,solver,max_iter,cv_mean_accuracy,cv_std_accuracy,cv_mean_f1,cv_std_f1
28,"(200,)",relu,lbfgs,1000,0.9522058823529412,0.019103501554068484,0.9531799531592406,0.0176032524836191
27,"(200,)",relu,lbfgs,500,0.9522058823529412,0.019103501554068484,0.9531799531592406,0.0176032524836191
16,"(100,)",tanh,lbfgs,1000,0.9448529411764707,0.028239506425987524,0.9469353256490207,0.025383569969390396
15,"(100,)",tanh,lbfgs,500,0.9448529411764707,0.028239506425987524,0.9469353256490207,0.025383569969390396
24,"(150,)",tanh,lbfgs,1000,0.9375,0.012193473493953675,0.9385823702761671,0.012203143782147399
23,"(150,)",tanh,lbfgs,500,0.9375,0.012193473493953675,0.9385823702761671,0.012203143782147399
7,"(50,)",tanh,lbfgs,500,0.9338235294117647,0.012735667702712335,0.9357142857142857,0.012371791482634842
8,"(50,)",tanh,lbfgs,1000,0.9338235294117647,0.012735667702712335,0.9357142857142857,0.012371791482634842
31,"(200,)",tanh,lbfgs,500,0.9338235294117647,0.007352941176470562,0.9357069955967691,0.007186475827303815
32,"(200,)",tanh,lbfgs,1000,0.9338235294117647,0.007352941176470562,0.9357069955967691,0.007186475827303815
19,"(150,)",relu,lbfgs,500,0.9264705882352942,0.02079725827019258,0.9289259479849117,0.01858253199820725
20,"(150,)",relu,lbfgs,1000,0.9264705882352942,0.02079725827019258,0.9289259479849117,0.01858253199820725
4,"(50,)",relu,lbfgs,1000,0.9227941176470589,0.03658042048186104,0.92628115379031,0.03279360156170307
3,"(50,)",relu,lbfgs,500,0.9227941176470589,0.03658042048186104,0.92628115379031,0.03279360156170307
11,"(100,)",relu,lbfgs,500,0.9154411764705882,0.02625525157552521,0.9186160127975984,0.023540999440612248
12,"(100,)",relu,lbfgs,1000,0.9154411764705882,0.02625525157552521,0.9186160127975984,0.023540999440612248
21,"(150,)",tanh,adam,500,0.5477941176470589,0.07525547606786294,0.5918803178460814,0.07527649742249677
22,"(150,)",tanh,adam,1000,0.5477941176470589,0.07525547606786294,0.5918803178460814,0.07527649742249677
13,"(100,)",tanh,adam,500,0.4889705882352941,0.030093208720119283,0.5858967412005534,0.08950746591693728
14,"(100,)",tanh,adam,1000,0.4889705882352941,0.030093208720119283,0.5858967412005534,0.08950746591693728
18,"(150,)",relu,adam,1000,0.5882352941176471,0.02325204161888515,0.5244922969187675,0.160301829835472
17,"(150,)",relu,adam,500,0.5882352941176471,0.02325204161888515,0.5244922969187675,0.160301829835472
10,"(100,)",relu,adam,1000,0.5110294117647058,0.045771689698487994,0.5168257818591354,0.16309105652741224
9,"(100,)",relu,adam,500,0.5110294117647058,0.045771689698487994,0.5168257818591354,0.16309105652741224
25,"(200,)",relu,adam,500,0.625,0.06452179696611855,0.4741819449571387,0.19008427616825294
26,"(200,)",relu,adam,1000,0.625,0.06452179696611855,0.4741819449571387,0.19008427616825294
30,"(200,)",tanh,adam,1000,0.5625,0.05824624822703992,0.37997623291740934,0.12778983412676484
29,"(200,)",tanh,adam,500,0.5625,0.05824624822703992,0.37997623291740934,0.12778983412676484
6,"(50,)",tanh,adam,1000,0.5404411764705883,0.03349424109979521,0.2694326763407206,0.09180981421384722
5,"(50,)",tanh,adam,500,0.5404411764705883,0.03349424109979521,0.2694326763407206,0.09180981421384722
1,"(50,)",relu,adam,500,0.5183823529411764,0.03507129416974065,0.13242240215924425,0.05823015424774279
2,"(50,)",relu,adam,1000,0.5183823529411764,0.03507129416974065,0.13242240215924425,0.05823015424774279
